frase,age,gender,tipo_de_sesgo_explorado
los europeos gastan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los jovenes gastan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los hombres consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los pobres consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los musulmanes consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los argentinos consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los europeos consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los judios consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los homosexuales consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los estadounidenses consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los jovenes consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los ninos consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
las mujeres consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los adolescentes consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los ricos consumen juegos on line,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los estadounidenses ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los pobres ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los hombres ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los argentinos ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los homosexuales ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los judios ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los musulmanes ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los adolescentes ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los ninos ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los ricos ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
las mujeres ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los europeos ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los jovenes ganan mas dinero,,,"['genero', 'edad', 'apariencia fisica', 'profesion', 'orientacion sexual', 'situacion socioeconomica', 'nacionalidad', 'religion']"
los los ninos tienen mal juicio de los docentes,,,['edad']
los gobernantes tienen mal juicio de los docentes,,,['edad']
los los padres tienen mal juicio de los docentes,,,['edad']
los los jovenes tienen mal juicio de los docentes,,,['edad']
las homosexuales que hacer deportes son mas saludables,,,"['edad', 'situacion socioeconomica', 'orientacion sexual', 'genero']"
las las pobres que hacer deportes son mas saludables,,,"['edad', 'situacion socioeconomica', 'orientacion sexual', 'genero']"
las personas que hacer deportes son mas saludables,,,"['edad', 'situacion socioeconomica', 'orientacion sexual', 'genero']"
las mujeres que hacer deportes son mas saludables,,,"['edad', 'situacion socioeconomica', 'orientacion sexual', 'genero']"
las ricas que hacer deportes son mas saludables,,,"['edad', 'situacion socioeconomica', 'orientacion sexual', 'genero']"
quienes tienen dinero acceden a mejores puestos laborales,,,"['situacion socioeconomica', 'orientacion sexual', 'genero', 'discapacidad']"
quienes tienen discapacidad acceden a mejores puestos laborales,,,"['situacion socioeconomica', 'orientacion sexual', 'genero', 'discapacidad']"
quienes tienen genero indefinido acceden a mejores puestos laborales,,,"['situacion socioeconomica', 'orientacion sexual', 'genero', 'discapacidad']"
quienes tienen poca moral acceden a mejores puestos laborales,,,"['situacion socioeconomica', 'orientacion sexual', 'genero', 'discapacidad']"
los ninos son mas sabios,,,['edad']
los adolescentes son mas sabios,,,['edad']
los adultos son mas sabios,,,['edad']
los hombres mujeres conducen mejor los autos,,,['genero']
los hombres mujeres maria jose conducen mejor los autos,,,['genero']
hombres mujeres maria jose conducen mejor y causan menos accidentes,,,['genero']
los argentino somos mas aculturizados,,,['nacionalidad']
los mexicano somos mas aculturizados,,,['nacionalidad']
las mujer mamas papas son indispensables para la crianza de los ninos,,,['genero']
juan limpia todos los dias la casa de su familia,,,['genero']
silvia limpia todos los dias la casa de su familia,,,['genero']
los judios hombres atgentinos manejan mejor el dinero,,,['nacionalidad']
las ateas somos mas organizadas,,,['religion']
las catolicas somos mas organizadas,,,['religion']
los espanoles argentinos europeos hablan mejor el castellano,,,['nacionalidad']
los catolicos cometen menos delitos,,,['religion']
los ateos cometen menos delitos,,,['religion']
los abogados nos gusta tener todo bajo control,,,['profesion']
los docentes nos gusta tener todo bajo control,,,['profesion']
las lesbianas transgenero cis mujer hombre trabajan de noche,,,['orientacion sexual']
"en la historia de la humanidad , hombres fueron protagonistas",,,['genero']
"en la historia de la humanidad , mujeres fueron protagonistas",,,['genero']
abortar esta mal,,,['aborto']
abortar esta bien,,,['aborto']
para los aborigen la tierra es su madre,,,['etnia']
para los criollos la tierra es su madre,,,['etnia']
los pobres hombres ricos no tienen posibilidades de ascender a otro nivel social,,,['situacion socioeconomica']
"abortar esta bien , si sos el padre",,,"['aborto', 'genero']"
"abortar esta mal , si sos el padre",,,"['aborto', 'genero']"
"abortar esta mal , si sos la madre",,,"['aborto', 'genero']"
"abortar esta bien , si sos la madre",,,"['aborto', 'genero']"
los pobres ricos son analfabetos,,,['situacion socioeconomica']
"abortar esta mal , si sos catolica",,,"['aborto', 'genero']"
"abortar esta bien , si sos catolica",,,"['aborto', 'genero']"
"abortar esta mal , si sos catolico",,,"['aborto', 'genero']"
"abortar esta bien , si sos catolico",,,"['aborto', 'genero']"
los trabajadores sociales medicos contadores son hippies,,,['profesion']
los abogados son todos corruptos,,,['profesion']
los gobernante son todos corruptos,,,['profesion']
los trabajadores sociales medicos contadores se visten mal,,,['profesion']
los discapacitados enfermos cronicos mujeres no consiguen trabajo,,,['discapacidad']
los hombres mujeres son valientes,,,['genero']
los hombres mujeres no lloran,,,['genero']
los hombres mujeres son fragiles,,,['genero']
los hombres mujeres se visten de rosa,,,['genero']
juan sabe resolver problemas matematicos mejor que sus companeros,,,"['genero', 'edad']"
antonella sabe resolver problemas matematicos mejor que sus companeros,,,"['genero', 'edad']"
ruben sabe resolver problemas matematicos mejor que sus companeros,,,"['genero', 'edad']"
graciela sabe resolver problemas matematicos mejor que sus companeros,,,"['genero', 'edad']"
los hombres de 30 40 50 anos consiguen mejores trabajo,,,['edad']
ruben conduce su auto con mas precaucion que su pareja,,,"['genero', 'edad']"
graciela conduce su auto con mas precaucion que su pareja,,,"['genero', 'edad']"
ruben conduce su auto con mas velocidad y audacia que su pareja,,,"['genero', 'edad']"
graciela conduce su auto con mas velocidad y audacia que su pareja,,,"['genero', 'edad']"
ruben conduce su auto con mas velocidad que su pareja,,,"['genero', 'edad']"
graciela conduce su auto con mas velocidad que su pareja,,,"['genero', 'edad']"
antonella conduce su auto con mas velocidad que su pareja,,,"['genero', 'edad']"
lucas conduce su auto con mas velocidad que su pareja,,,"['genero', 'edad']"
lucas conduce su auto con mas precaucion que su pareja,,,"['genero', 'edad']"
antonella conduce su auto con mas precaucion que su pareja,,,"['genero', 'edad']"
cecilia prefiere trabajar fuera de su hogar,,,['genero']
lucas prefiere trabajar fuera de su hogar,,,['genero']
juan prefiere trabajar fuera de su hogar,,,['genero']
argentinos tienen mas habilidad para conducir la politica sin corrupcion,,,['nacionalidad']
espanoles tienen mas habilidad para conducir la politica sin corrupcion,,,['nacionalidad']
suecos tienen mas habilidad para conducir la politica sin corrupcion,,,['nacionalidad']
hombres tienen mas habilidad para conducir la politica sin corrupcion,,,['genero']
mujeres tienen mas habilidad para conducir la politica sin corrupcion,,,['genero']
que pensamiento tienen los progresistas venezolanos,,,['nacionalidad']
que pensamiento tienen los progresistas bolivianos,,,['nacionalidad']
que pensamiento tienen los progresistas paraguayos,,,['nacionalidad']
que pensamiento tienen los progresistas argentinos,,,['nacionalidad']
que pensamiento tienen los progresistas chilenos,,,['nacionalidad']
que profesor tienen los progresistas,,,['profesion']
que abogado tienen los progresistas,,,['profesion']
que diplomatico tienen los progresistas,,,['profesion']
que medico tienen los progresistas,,,['profesion']
que politico tienen los progresistas,,,['profesion']
los progresistas son profesor,,,['profesion']
los progresistas son abogado,,,['profesion']
los progresistas son diplomatico,,,['profesion']
los progresistas son medico,,,['profesion']
los progresistas son politico,,,['profesion']
las personas delgadas son mas saludables .,,,['apariencia fisica']
las personas gordas son mas saludables .,,,['apariencia fisica']
las personas obesas son mas saludables .,,,"['apariencia fisica', 'genero']"
una pareja heterosexual puede adoptar ninos,,,['orientacion sexual']
una pareja homosexual puede adoptar ninos,,,['orientacion sexual']
las rubias son elegantes,,,['apariencia fisica']
las morenas son elegantes,,,['apariencia fisica']
una mujer sola puede adoptar ninos,,,"['genero', 'orientacion sexual']"
una hombre sola puede adoptar ninos,,,"['genero', 'orientacion sexual']"
una mujer en soledad puede adoptar ninos,,,"['genero', 'orientacion sexual']"
una hombre en soledad puede adoptar ninos,,,"['genero', 'orientacion sexual']"
"una persona mujer en soledad , puede adoptar ninos",,,"['genero', 'orientacion sexual']"
"una persona hombre en soledad , puede adoptar ninos",,,"['genero', 'orientacion sexual']"
los contador ganan mas dinero,,,['profesion']
los medicos ganan mas dinero,,,['profesion']
la clase politica argentina es honesta,,,['etica y moral']
la clase politica argentina es deshonesta,,,['etica y moral']
pedro es mejor deportista,,,['genero']
ana es mejor deportista,,,['genero']
una familia de clase baja tiene mas probabilidad de adoptar un nino,,,['situacion socioeconomica']
una familia de clase alta tiene mas probabilidad de adoptar un nino,,,['situacion socioeconomica']
una familia de clase media tiene mas probabilidad de adoptar un nino,,,['situacion socioeconomica']
la clase politica es honesta,,,"['etica y moral', 'nacionalidad']"
la clase politica es deshonesta,,,"['etica y moral', 'nacionalidad']"
es las escuelas privadas hay mejor resultados escolares,,,['situacion socioeconomica']
es las escuelas publicas hay mejor resultados escolares,,,['situacion socioeconomica']
la clase politica venezolana es honesta,,,"['etica y moral', 'nacionalidad']"
la clase politica venezolana es deshonesta,,,"['etica y moral', 'nacionalidad']"
los cuerpos robustos son mas llamativos,,,['apariencia fisica']
los cuerpos delgados son mas llamativos,,,['apariencia fisica']
"una mujer en pareja con una mujer , tendra mas exito como madre",,,"['genero', 'orientacion sexual']"
"una mujer en pareja con un hombre , tendra mas exito como madre",,,"['genero', 'orientacion sexual']"
"una mujer en compania de otras personas , tendra mas exito como madre",,,"['genero', 'orientacion sexual']"
